Word Context_Valence Context_Arousal Context_Concreteness
adoptive 6 4.174 3.068
adoptively 5.812 3.859 2.962
adopts 5.539 4.044 2.909
adorability 5.97 4.051 2.796
adorable 5.992 4.25 3.199
adorableness 5.65 4.098 2.796
adorably 5.82 4.257 2.964
adoration 5.775 4.112 2.895
adore 5.617 4.525 2.961
adored 5.937 4.192 2.968
adorer 6.031 4.215 2.886
adores 5.852 4.206 3.048
adoring 5.764 4.131 3.08
adoringly 5.871 4.049 3.288
adorn 5.88 4.003 3.196
adorned 5.888 4.024 3.353
adorner 6.144 4.142 3.102
adorning 5.771 3.965 3.267
adornment 5.941 4.043 3.019
adornments 5.834 4.012 3.1
adorns 5.859 3.983 3.373
adrenal 5.097 4.103 3.031
adrenalin 5.493 4.336 2.986
adrenaline 5.606 4.586 3.119
adrenals 5.327 3.944 3.013
adrian 5.703 4.046 3.127
adriatic 5.795 3.898 3.331
adrift 5.574 4.031 3.091
adroit 5.572 4.138 2.812
adroitness 5.756 4.161 2.752
ads 5.637 4.071 3.11
adsorbed 5.398 3.984 3.28
adsorbs 5.548 3.763 3.257
adulation 5.673 4.232 2.81
adult 6.202 4.671 3.539
adulterant 5.368 4.127 3.055
adulterate 5.369 4.144 2.922
adulterated 5.47 4.066 3.006
adulterating 5.56 4.086 2.983
adulteration 5.473 4.07 3.016
adulterer 5.079 4.382 3.027
adulterers 5.024 4.51 2.877
adulteress 5.311 4.424 3.013
adulterous 5.397 4.331 3.004
adulterously 5.858 4.172 2.982
adultery 5.293 4.383 2.917
adulthood 5.717 4.119 2.875
adultlike 5.403 4.129 2.647
adultness 5.613 4.136 2.592
adults 5.684 4.168 2.996
adumbration 5.539 4.112 2.704
adv 5.542 4.155 3.053
advance 5.812 4.291 3.035
advanced 5.665 4.042 2.941
advancement 5.858 4.181 2.851
advancements 5.735 4.112 2.799
advancer 5.773 4.026 2.848
advances 5.678 4.238 2.904
advancing 5.59 4.116 2.896
advantage 5.664 4.131 2.855
advantaged 5.631 4.072 2.799
advantageous 5.656 4.007 2.735
advantageously 5.749 4.049 2.948
advantageousness 5.627 3.959 3.165
advantages 5.672 4.024 2.892
advent 5.769 4.094 2.959
adventitious 5.621 4.013 2.629
adventure 5.971 4.294 3.072
adventurer 5.785 4.208 3.126
adventurers 5.674 4.16 2.941
adventures 5.86 4.212 3.093
adventuresome 6.018 4.133 2.857
adventuress 5.87 4.256 3.196
adventuring 5.794 4.159 2.868
adventurist 5.35 4.197 2.817
adventurous 5.925 4.174 2.918
adventurously 5.882 4.037 2.921
adventurousness 5.858 4.23 2.636
adverb 5.601 3.802 2.651
adverbial 5.569 3.75 2.625
adverbs 5.712 3.805 2.721
adversarial 5.557 4.079 2.723
adversaries 5.365 4.256 2.787
adversary 5.321 4.295 2.694
adverse 5.393 4.135 2.884
adversely 5.513 4.085 2.753
adverseness 4.803 4.672 2.783
adversities 5.607 4.228 2.645
adversity 5.748 4.228 2.741
advert 5.68 4.053 3.189
adverted 5.458 4.146 2.699
advertently 5.48 4.009 2.68
advertise 5.647 4.044 2.934
advertised 5.689 4.02 3.015
advertisement 5.654 4.031 3.154
advertisements 5.606 4.018 3.084
advertiser 5.67 3.981 3.12
advertisers 5.669 4.056 2.968
advertises 5.406 4.026 3.392
advertising 5.656 4.011 3.086
advertize 5.711 4.023 2.911
adverts 5.668 4.026 3.079
advice 5.796 4.028 2.804
advices 5.739 4.025 2.787
advisability 5.533 4.046 2.847
advisable 5.632 3.943 2.839
advisably 5.469 4.012 2.903
advise 5.586 4.227 2.654
advised 5.546 4.015 3.042
advisedly 5.472 4.048 2.849
advisee 5.711 3.917 2.758
advisees 5.814 3.97 2.885
advisement 5.652 4.038 2.89
adviser 5.498 3.994 3.105
advisers 5.327 3.98 3.218
advises 5.55 3.995 3.014
advising 5.542 4.026 3.004
advisor 5.516 4.032 3.165
advisories 5.284 4.184 3.086
advisors 5.562 4.009 3.072
advisory 5.534 3.98 3.113
advocacy 5.61 4.053 3.088
advocate 5.524 4.139 2.906
advocated 5.38 4.17 2.874
advocates 5.485 4.175 2.872
advocating 5.378 4.18 2.821
advocator 5.083 4.356 2.787
adze 5.514 4.001 3.433
adzes 5.259 3.872 3.614
aegean 5.609 3.966 3.181
aegis 5.428 4.145 3.102
aeon 5.687 4.073 2.986
aeons 5.727 4.057 2.812
aerate 5.635 3.844 3.316
aerated 5.671 3.894 3.362
aerates 5.718 3.893 3.461
aerating 5.64 3.833 3.349
aeration 5.616 3.852 3.238
aerator 5.458 3.716 3.914
aerial 5.372 4.223 3.231
aerialist 5.875 4.382 3.28
aerially 5.179 4.128 3.032
aerials 5.709 3.935 3.097
aerie 5.822 3.94 3.36
aeries 5.803 4.136 3.299
aero 5.683 3.966 3.261
aerobatic 5.692 4.161 3.172
aerobatics 5.728 4.19 3.073
aerobic 5.704 4.189 3.117
aerobically 5.694 4.152 2.985
aerobics 5.931 4.411 3.677
aerodynamic 5.562 4.062 3.074
aerodynamics 5.686 4.043 3
aerographer 5.488 4.18 3.713
aeromechanics 5.801 3.954 2.851
aeronaut 5.744 3.843 3.108
aeronautic 5.833 4.08 3.199
aeronautical 5.921 3.13 3.076
aeronautics 5.687 3.847 3.097
aeroplane 5.685 4.145 3.236
aerosol 5.131 4.095 3.31
aerosolized 5.106 4.043 3.304
aerosols 5.514 3.968 3.102
aerospace 5.422 3.985 3.18
aertex 6.064 4.086 3.494
aeschylus 4.905 4.484 2.498
aesthete 5.809 4.08 2.885
aesthetes 5.667 4.174 2.763
aesthetic 5.692 4.077 2.788
aesthetical 5.751 4.06 2.671
aesthetically 5.938 4.088 2.757
aesthetician 5.784 3.909 3.294
aestheticism 6.183 4.013 3.13
aesthetics 5.787 4.035 2.797
afar 5.515 4.182 3.101
afeard 5.481 4.262 3.006
affability 6.416 4.112 2.517
affable 5.832 4.046 2.97
affair 5.566 4.159 2.982
affaire 5.401 4.153 2.92
affaires 5.39 3.973 3.062
affairs 5.491 3.991 3.058
affect 5.572 4.064 2.866
affectation 5.662 4.01 2.717
affectations 5.691 4.128 2.761
affected 5.503 4.059 2.928
affectedly 5.862 4.096 2.823
affectedness 5.746 4.019 2.687
affecting 5.499 4.079 2.927
affectingly 5.788 3.991 3.049
affection 5.889 4.167 2.761
affectionate 6.057 4.141 2.886
affectionately 5.245 4.277 3.225
affections 5.682 4.194 2.81
affective 5.256 4.169 2.776
affectively 5.477 4.055 2.804
affectivity 5.391 4.288 2.596
affectless 5.482 4.053 2.983
affects 5.53 4.097 2.941
afferent 5.362 4.161 3.084
affianced 5.771 4.183 3.087
affiant 5.429 3.934 2.817
affidavit 5.334 4.067 3.022
affidavits 5.335 3.974 2.966
affiliate 5.74 4.104 3.161
affiliated 5.617 4.009 3.09
affiliates 5.648 4.071 3.113
affiliation 5.61 4.094 2.86
affiliations 5.566 4.046 2.842
affine 5.619 3.878 2.801
affinities 5.68 3.979 2.773
affinity 5.762 4.03 2.9
affirm 5.593 4.078 2.686
affirmable 5.383 4.031 2.899
affirmation 5.707 4.035 2.681
affirmations 5.772 3.969 2.656
affirmative 5.868 4.587 2.829
affirmatively 5.534 4.005 2.783
affirmed 5.427 3.994 2.894
affirmer 5.71 4.173 2.768
affirming 5.695 4.117 2.717
affirms 5.626 4.122 2.804
affix 5.542 3.82 3.132
affixation 5.618 3.658 2.971
affixed 5.511 3.875 3.358
afflict 5.378 4.15 2.828
afflicted 5.249 4.212 2.848
afflicting 5.165 4.312 2.983
affliction 5.476 4.031 2.825
afflictions 5.429 4.166 2.767
afflictive 5.195 4.203 2.867
afflicts 5.148 4.247 2.882
affluence 5.627 4.151 2.812
affluent 5.698 4.064 2.975
affluently 6.194 4.137 2.937
afford 5.654 4.117 2.994
affordability 5.611 4.028 2.876
affordable 5.858 3.944 2.999
afforded 5.747 4.101 2.781
affording 5.625 4.102 2.836
affords 5.725 4.115 2.816
affray 4.799 4.317 3.069
affrays 5.018 4.275 3.025
affricate 5.65 3.893 2.931
affright 5.213 4.282 2.985
affront 5.106 4.97 2.237
affronted 5.49 4.14 2.745
affronting 5.235 4.172 2.703
affronts 5.348 4.19 2.719
afghan 4.896 4.534 3.248
afghanistan 5.083 4.458 3.113
afghans 4.475 4.417 2.733
aficionado 5.769 4.123 3.199
aficionados 5.804 4.162 3.043
afield 5.67 4.01 2.869
afire 5.391 3.999 3.374
aflame 5.544 4.099 3.251
afloat 5.668 4.048 2.932
aflutter 5.77 4.177 3.134
afoot 5.532 4.15 2.864
afore 5.635 3.911 2.929
aforementioned 5.509 3.99 3.053
aforesaid 5.565 3.994 2.887
aforethought 4.591 4.439 2.735
afoul 5.525 4.224 3.023
afraid 5.468 4.324 2.881
afresh 5.675 4.134 2.874
africa 5.589 4.004 3.141
african 5.319 4.199 3.14
africans 5.007 4.948 3.229
afro 5.711 4.132 3.239
afros 5.717 4.118 3.291
aft 5.501 3.983 3.183
afterbirth 5.632 4.249 3.479
afterburner 5.407 4.086 3.061
afterburners 5.567 4.226 3.174
aftercare 5.542 4.046 3.088
afterdeck 5.834 3.838 3.48
aftereffect 5.381 4.206 3.009
aftereffects 5.21 4.269 2.891
afterglow 5.795 4.195 3.171
afterhours 5.798 4.072 3.247
afterimage 5.666 4.008 3.15
afterlife 5.736 4.217 2.624
aftermarket 5.564 3.894 3.295
aftermath 5.146 4.398 3.022
aftermaths 5.222 4.348 2.894
aftermost 5.596 3.792 3.553
afternoon 5.684 4.016 3.205
afternoons 5.793 3.971 3.12
afterparty 5.837 4.176 3.246
afters 5.771 4.099 3.17
aftersale 5.966 3.605 2.832
afterschool 5.993 4.03 3.24
aftershave 5.698 4.137 3.335
aftershaves 5.587 3.989 3.369
aftershock 5.349 4.339 3.125
aftershocks 5.161 4.305 3.046
aftertaste 5.636 4.111 3.125
afterthought 5.692 4.017 2.856
afterthoughts 5.728 3.988 2.782
aftertime 5.792 3.88 3.079
aftertimes 5.265 4.567 2.946
afterward 5.578 4.084 3.04
afterwards 5.539 4.037 2.69
afterword 5.724 3.996 3.044
afterworld 5.776 4.222 2.745
agamemnon 5.695 4.149 2.99
agape 5.927 4.172 2.87
agar 5.454 4.098 3.297
agate 5.873 3.945 3.942
agates 6.048 3.972 3.797
agatha 5.745 4.127 3.015
agave 6.111 4.018 3.71
age 5.657 4.06 2.978
aged 5.502 4.128 3.165
agedness 5.641 3.824 2.957
ageing 5.461 4.1 3.001
ageism 5.258 4.191 2.714
ageist 5.195 4.291 2.758
ageless 5.812 4.048 2.915
agelessness 5.715 3.975 2.845
agencies 5.368 4.199 2.959
agency 5.488 4.086 3.015
agenda 5.483 4.102 2.816
agendas 5.56 4.184 2.708
agent 5.611 4.047 3.057
agents 5.326 4.127 3.098
ageratum 5.872 3.768 3.48
ages 5.693 3.932 3.141
aggie 5.85 4.157 3.216
aggies 5.743 4.1 3.138
agglomerate 5.55 4.015 2.93
agglomeration 5.518 3.931 3.052
agglutinate 5.203 3.959 3.116
agglutinating 5.903 3.887 2.599
agglutination 5.427 4.02 3.187
aggrandize 5.537 4.231 2.718
aggrandizement 5.565 4.237 2.736
aggrandizing 5.547 4.281 2.802
aggravate 5.203 4.18 2.839
aggravated 4.537 4.676 3.096
aggravates 5.213 4.225 2.845
aggravating 5.273 4.126 2.827
aggravatingly 5.395 4.018 2.907
aggravation 5.44 4.124 2.804
aggravator 5.394 3.952 3.011
aggregate 5.556 4.005 2.883
aggregated 5.545 3.916 3.044
aggregately 5.483 4.192 2.787
aggregating 5.694 3.919 2.933
aggregation 5.575 3.92 2.886
aggregations 5.636 3.947 2.82
aggregative 5.587 4.056 2.746
aggregator 5.734 4.025 3.068
aggress 5.423 3.546 3.344
aggressed 5.338 4.244 2.818
aggresses 4.978 4.448 2.945
aggression 5.138 4.382 2.866
aggressions 5.319 4.179 2.843
aggressive 5.394 4.275 2.903
aggressively 5.437 4.159 2.966
aggressiveness 5.361 4.27 2.769
aggressor 5.171 4.355 2.866
aggressors 5.189 4.345 2.78
aggrieve 5.496 4.161 2.549
aggrieved 5.496 4.132 2.87
aggrievedly 5.63 3.874 3.198
aggro 5.424 4.192 2.95
aghast 5.57 4.119 2.998
agile 5.712 4.032 2.876
agilely 5.58 3.93 3.121
agility 5.903 4.255 3.155
agin 5.568 4.086 2.955
aging 5.43 4.076 3.027
agitate 5.492 4.113 2.876
agitated 5.455 4.109 2.967
agitatedly 5.601 3.914 3.186
agitates 5.462 4.13 2.972
agitating 5.416 4.184 2.94
agitation 5.307 4.197 2.858
agitator 5.458 4.157 3.053
agitators 5.31 4.196 2.962
agitprop 5.396 4.108 2.881
agleam 5.976 4.456 3.227
aglitter 5.722 4.061 3.405
aglow 5.938 4.031 3.314
agnate 5.471 4.153 3.334
agnates 5.635 3.87 2.769
agnes 5.712 4.089 3.217
agnostic 5.706 4.016 2.599
agnostically 5.679 3.911 2.482
agnosticism 5.58 4.025 2.412
agnostics 5.57 4.184 2.535
ago 5.638 3.912 3.071
agog 5.602 4.097 3.311
agonies 5.316 4.309 2.871
agonist 5.378 4.049 2.938
agonistic 5.585 4.157 2.772
agonize 5.453 4.181 2.815
agonized 5.455 4.162 2.994
agonizes 5.456 4.101 2.862
agonizing 5.237 4.275 2.976
agonizingly 5.241 4.083 2.935
agony 5.263 4.307 2.956
agora 5.805 3.974 3.195
agoraphobia 4.932 4.48 2.792
agoraphobic 5.392 4.22 2.893
agoraphobics 5.284 4.305 2.735
agoras 5.783 3.679 2.902
agrarian 5.531 4.109 2.824
agree 5.574 4.059 2.751
agreeability 5.854 4.329 2.595
agreeable 5.747 3.988 2.725
agreeableness 5.756 4.136 2.579
agreeably 5.663 4.032 2.872
agreed 5.51 4.046 3.021
agreeing 5.547 4.056 2.802
agreement 5.57 3.99 2.863
agreements 5.551 3.984 2.824
agrees 5.572 4.049 2.906
agribusiness 5.603 4.042 3.066
agricultural 5.581 4.006 3.062
agriculturalist 5.949 3.647 3.303
agriculturally 5.672 3.99 2.965
agriculture 5.276 4.066 3.245
agricultures 5.429 4.109 2.825
agriculturist 5.698 4.049 3.056
agrippa 5.797 4.056 2.951
agronomy 5.757 4.165 3.14
aground 5.675 4.183 3.324
ague 5.439 4.061 2.932
agues 5.265 4.565 3.107
ah 5.624 4.073 2.871
aha 5.688 4.027 2.902
ahead 5.71 3.961 3.016
ahem 5.647 4.046 2.908
ahoy 5.83 4.078 3.328
aid 5.646 4.215 3.063
aide 5.465 4.091 3.159
aided 5.371 4.217 3.029
aider 5.566 4.191 2.894
aides 5.462 4.023 3.104
aiding 5.005 4.406 3.023
aids 5.159 4.317 3.046
aigrette 5.907 4.006 3.207
aikido 5.837 3.612 3.339
ail 5.608 4.044 3.18
ailed 5.65 4.043 2.955
aileron 5.51 3.969 3.232
ailerons 5.538 3.959 3.191
ailing 5.541 4.151 3.109
ailment 5.338 4.157 2.948
ailments 5.238 4.18 2.984
ails 5.653 4.138 2.869
aim 5.569 4.165 2.948
aimed 5.383 4.212 2.982
aimer 5.349 4.424 3.347
aiming 5.547 4.079 3.047
aimless 5.497 4.152 2.848
aimlessly 4.81 4.231 3.006
aimlessness 5.428 4.152 2.688
aims 5.547 4.159 2.881
air 5.482 4.198 3.275
airbag 5.434 3.981 3.348
airbags 5.512 3.98 3.171
airbase 5.391 4.152 3.263
airbed 6.008 3.63 3.879
airboat 5.75 3.993 3.464
airborne 5.298 4.165 3.223
airbrake 5.67 3.922 3.346
airbrakes 5.613 4.03 3.198
airbrush 5.781 4.074 3.522
airbrushed 5.69 4.085 3.266
airbrushing 5.666 4.127 3.267
airbus 5.618 4.064 3.083
aircraft 5.348 4.125 3.198
aircraftman 5.492 3.994 3.153
aircrafts 5.482 4.13 2.984
aircraftsman 5.417 3.96 3.043
aircrew 5.415 4.194 3.093
aircrews 5.394 4.272 3.041
aircushion 5.833 4.072 3.182
airdrome 5.348 4.214 3.324
airdromes 5.29 4.013 2.847
airdrop 5.439 4.155 3.207
airdrops 5.651 4.027 3.219
aired 5.605 4.034 3.163
airedale 5.915 4.112 3.563
airfare 5.774 4.053 3.288
airfares 5.657 4.007 3.343
airfield 5.43 4.111 3.306
airfields 5.377 4.15 3.087
airflow 5.544 3.95 3.098
airfoil 5.578 3.977 3.136
airforce 5.462 4.235 3.28
airframe 5.533 4.043 3.075
airframes 5.61 4.023 2.966
airfreight 5.541 3.958 3.187
airgun 5.399 4.267 3.346
airguns 5.417 4.428 3.006
airhead 5.591 4.122 2.9
airheads 5.641 4.128 2.912
airier 5.943 3.897 3.016
airily 5.484 4.027 2.885
airiness 5.992 3.986 2.913
airing 5.637 4.029 3.054
airless 5.617 3.992 3.692
airlift 5.49 4.133 3.171
airlifted 5.281 4.208 3.403
airlifting 5.376 4.212 3.276
airlifts 5.35 4.245 3.061
airline 5.616 4.076 3.208
airliner 5.147 4.342 3.287
airliners 5.224 4.307 3.194
airlines 5.579 3.974 3.2
airlock 5.533 3.919 3.199
airlocks 5.607 3.866 3.136
airmail 5.713 3.776 3.256
airman 5.464 4.165 3.243
airmanship 5.716 4.127 2.789
airmen 5.476 4.227 3.12
airmobile 5.339 4.155 3.144
airpark 5.814 3.976 3.432
airplane 5.572 4.176 3.335
airplanes 5.58 3.948 3.267
airplay 5.933 4.03 3.015
airport 5.698 4.208 3.276
airports 5.514 4.057 3.066
airpower 4.917 4.182 3.206
airproof 5.522 3.932 3.102
airs 6.345 3.984 2.582
airscrew 5.576 3.909 3.275
airshaft 5.458 3.908 3.416
airship 5.535 4.091 3.127
airships 5.692 4.016 3.076
airshow 5.737 4.121 3.292
airsick 5.494 3.903 3.048
airsickness 5.391 3.879 3.194
airspace 5.36 4.221 3.099
airspeed 5.519 4.012 3.051
airstream 5.758 3.924 3.676
airstrike 4.998 4.397 3.284
airstrikes 4.318 4.583 2.918
airstrip 5.615 4.026 3.291
airstrips 5.453 4.037 3.175
airtight 5.567 3.849 3.3
airtime 5.747 4.07 2.939
airwave 5.636 3.994 3.066
airwaves 5.471 4.114 2.964
airway 5.349 4.036 3.269
airways 5.579 4.021 3.372
airworthiness 5.564 3.935 3.004
airworthy 5.623 4.058 3.077
airy 5.828 3.999 3.183
aisle 5.61 3.929 3.237
aisles 5.443 3.996 3.438
aitch 5.751 3.93 3.29
aitches 5.122 4.084 2.931
ajar 5.564 3.811 3.484
aka 5.539 4.134 3.136
akimbo 5.717 3.942 3.579
akin 5.489 4.123 2.943
akron 5.65 4.037 3.376
al 5.305 4.26 3.188
alabama 5.719 4.168 3.433
alabamans 5.522 4.087 2.94
alabaster 5.774 3.934 3.831
alack 5.486 4.11 2.83
alacrity 5.597 4.099 2.934
alamo 5.672 4.091 3.503
alamogordo 5.691 4.229 3.432
alan 5.423 4.077 2.91
alarm 5.093 4.74 3.597
alarmclock 5.719 3.88 3.512
alarmed 5.441 4.148 2.934
alarming 5.445 4.015 3.021
alarmingly 5.385 4.114 2.974
alarmist 5.374 4.096 2.861
alarms 5.401 4.057 3.048
alarum 5.567 4.156 3.232
alarums 5.821 4.812 3.368
alas 5.615 4.077 2.854
alaska 5.677 4.067 3.323
alb 5.703 3.998 3.122
albacore 5.72 3.962 3.564
albania 5.5 4.153 3.124
albanian 5.446 4.17 3.025
albanians 5.383 4.164 2.817
albany 5.703 3.97 3.379
albatross 5.486 4.072 2.993
albatrosses 5.768 4.009 2.961
albeit 5.6 4.019 2.821
albert 5.549 4.082 3.017
albinism 5.518 4.012 3.135
albino 5.455 3.819 3.544
albinos 5.536 4.041 3.196
albs 5.876 4.114 3.086
album 6.03 4.18 3.194
albumen 5.504 3.808 3.499
albumens 5.736 3.514 4.175
albumin 5.157 3.828 3.438
albums 6.019 4.143 3.203
alcalde 5.54 3.913 3.271
alchemic 5.71 4.074 3.156
alchemical 5.783 4.018 2.936
alchemically 5.679 4.215 2.855
alchemist 5.772 4.03 3.231
alchemists 5.77 4.073 2.955
alchemy 5.823 4.106 2.941
alcohol 5.253 4.233 3.15
alcoholic 5.503 4.203 3.067
alcoholically 5.583 4.221 2.962
alcoholics 5.257 4.187 2.827
alcoholism 5.105 4.28 2.904
alcohols 5.53 4.111 3.084
alcove 5.648 3.82 3.496
alcoves 5.857 3.667 3.35
alder 4.603 4.689 3.147
alderman 5.547 4.054 3.249
aldermen 5.486 4.006 3.237
alders 5.632 3.908 3.411
alderwoman 5.509 3.905 3.172
ale 5.829 3.958 3.458
alehouse 5.673 4.025 3.368
aleph 5.673 3.795 2.968
alert 4.948 4.85 3.267
alerted 5.461 4.131 3.137
alerting 5.512 4.111 2.945
alertly 5.665 4.02 3.146
alertness 5.635 4.124 2.8
alerts 5.556 4.107 3.048
ales 5.677 3.911 3.158
alex 5.558 4.01 3.127
alexander 5.567 4.086 3.096
alexandria 5.595 4.004 3.316
alexandrine 5.673 3.989 2.996
alexei 5.654 4.089 3.117
alexis 5.556 4.053 3.106
alfalfa 5.515 3.806 3.764
alfonso 5.538 4.152 3.196
alfred 5.532 4.115 3.168
alfredo 5.837 4.101 3.5
alfresco 5.898 4.022 3.327
alga 5.713 4.031 3.23
algae 5.7 3.964 3.298
algaecide 5.57 3.926 3.4
algebra 5.714 3.889 2.911
algebraic 5.679 3.873 2.781
algebraically 5.618 3.885 2.702
algeria 5.363 4.196 3.031
algerian 5.243 4.338 3.143
algerians 5.156 4.315 2.928
alginate 5.502 3.837 3.416
algorithm 5.667 3.881 2.783
algorithmic 5.668 3.917 2.811
algorithms 5.683 3.907 2.814
alias 5.437 4.084 3.142
aliases 5.157 4.125 2.984
alibi 5.477 4.075 2.98
alibis 5.429 4.121 2.993
alice 5.633 4.077 3.139
alicia 5.789 4.159 3.338
alien 5.316 4.308 3.005
alienability 5.771 4.058 2.773
alienable 5.848 4.132 2.761
alienate 5.575 4.112 2.786
alienated 5.498 4.179 2.829
alienates 5.517 4.165 2.848
alienating 5.508 4.213 2.839
alienation 5.365 4.357 2.698
alienator 5.678 4.144 3.002
alienist 5.667 3.991 3.09
aliens 5.181 4.334 2.898
alight 5.453 4.019 3.369
alighted 5.656 4.001 3.367
alighting 5.707 4.15 3.316
alights 5.746 3.981 3.358
align 5.678 3.844 3.309
aligned 5.583 3.993 2.969
aligning 5.611 4.018 2.898
alignment 5.607 3.959 2.939
alignments 5.631 3.987 2.895
aligns 5.676 4.009 2.953
alike 5.633 4.098 2.896
alikeness 5.779 3.986 2.896
aliment 5.27 4.244 2.962
alimentary 5.547 3.835 3.09
alimonies 5.163 4.156 2.932
alimony 5.328 4.052 3.073
alit 5.58 4.017 3.376
alive 5.527 4.192 3.011
aliveness 6.363 4.573 2.667
alkali 5.403 3.94 3.383
alkaline 5.469 3.95 3.249
alkalinity 5.593 3.91 3.185
alkalinize 5.588 4.037 3.263
alkalis 5.254 4.105 3.121
alkalization 5.485 4.055 2.856
alkalize 5.424 4.206 3.326
alkaloid 5.431 4.007 3.13
alkaloids 5.404 4.013 3.048
alky 5.398 4.098 3.033
alkyd 5.509 3.836 3.391
allah 5.651 4.19 2.789
allan 5.557 4.042 3.112
allay 5.271 4.335 2.81
allayed 5.285 4.271 2.803
allaying 5.311 4.348 2.821
allays 5.445 4.258 2.848
allegation 5.3 4.106 2.846
allegations 5.22 4.174 2.905
allege 5.284 4.167 2.929
allegeable 5.309 3.86 2.679
alleged 5.017 4.279 3.009
allegedly 5.293 4.241 3.163
alleges 5.187 4.197 3.099
allegiance 5.455 4.153 2.84
allegiances 5.487 4.122 2.755
allegiant 6.092 3.761 3.662
alleging 5.013 4.258 3.022
allegoric 5.931 3.92 2.968
allegorical 5.769 3.948 2.685
allegorically 5.763 3.995 2.76
allegories 5.782 4.005 2.708
allegorist 5.906 3.923 3.322
allegory 5.761 3.986 2.758
allegretto 5.75 3.994 3.205
allegro 5.754 3.94 3.043
allele 5.557 4.032 2.78
alleles 5.631 3.967 2.771
alleluia 6.107 4.384 2.918
allen 5.534 4.105 3.128
allergen 5.536 4.029 3.185
allergenic 5.546 3.977 3.239
allergens 5.378 4.036 3.107
allergic 5.261 4.155 3.104
allergies 5.354 4.134 3.269
allergist 5.462 4.016 3
allergists 5.441 4.031 2.93
allergy 5.31 4.084 3.264
alleviate 5.263 4.189 2.824
alleviated 5.27 4.151 2.816
